time,open,close,high,low
2010-01-01 22:00:00,0.89755,0.89749,0.89759,0.89737
2010-01-01 23:00:00,0.89749,0.89748,0.89754,0.89741
2010-01-01 00:00:00,0.89748,0.89749,0.89754,0.89741
2010-01-01 01:00:00,0.89749,0.89749,0.89754,0.89741
2010-01-01 02:00:00,0.89749,0.89744,0.89752,0.89741
2010-01-01 03:00:00,0.89742,0.89747,0.89759,0.89741
2010-01-01 04:00:00,0.89747,0.89747,0.89752,0.89739
2010-01-01 05:00:00,0.89747,0.89750,0.89763,0.89741
2010-01-01 06:00:00,0.89750,0.89749,0.89756,0.89744
2010-01-01 07:00:00,0.89749,0.89754,0.89760,0.89744
2010-01-01 08:00:00,0.89755,0.89753,0.89760,0.89748
2010-01-01 09:00:00,0.89753,0.89753,0.89763,0.89748
2010-01-01 10:00:00,0.89753,0.89756,0.89761,0.89746
2010-01-01 11:00:00,0.89756,0.89750,0.89763,0.89748
2010-01-01 12:00:00,0.89753,0.89753,0.89763,0.89748
2010-01-01 13:00:00,0.89755,0.89750,0.89769,0.89746
2010-01-01 14:00:00,0.89748,0.89755,0.89760,0.89748
2010-01-01 15:00:00,0.89755,0.89753,0.89763,0.89748
2010-01-01 16:00:00,0.89755,0.89755,0.89763,0.89748
2010-01-01 17:00:00,0.89753,0.89758,0.89765,0.89746
2010-01-01 18:00:00,0.89760,0.89753,0.89760,0.89748
2010-01-01 19:00:00,0.89758,0.89738,0.89760,0.89738
2010-01-03 22:00:00,0.89847,0.89966,0.90001,0.89845
2010-01-03 23:00:00,0.89965,0.89737,0.89987,0.89737
2010-01-04 00:00:00,0.89734,0.89659,0.89851,0.89636
2010-01-04 01:00:00,0.89661,0.89524,0.89677,0.89397
2010-01-04 02:00:00,0.89520,0.89636,0.89681,0.89520
2010-01-04 03:00:00,0.89641,0.89659,0.89676,0.89504
2010-01-04 04:00:00,0.89654,0.89703,0.89752,0.89634
2010-01-04 05:00:00,0.89694,0.89794,0.89864,0.89674
2010-01-04 06:00:00,0.89789,0.89839,0.89842,0.89687
2010-01-04 07:00:00,0.89844,0.90062,0.90094,0.89762
2010-01-04 08:00:00,0.90066,0.90393,0.90466,0.90053
2010-01-04 09:00:00,0.90384,0.90557,0.90562,0.90344
2010-01-04 10:00:00,0.90554,0.90459,0.90688,0.90429
2010-01-04 11:00:00,0.90459,0.90579,0.90654,0.90439
